Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
0.09001608,0.03000536,0.09001608,1.238679112,0.03000536,0.412893037,0.030001939679621156,0.029434169,0.030541549,3.07491471103E-7,5.545191350197033E-4,119978.56382992906,8718.965149320258
Options Summary,
Query Endpoint,http://opoce.mondeca.com:3030/oracle/sparql
Update Endpoint,http://opoce.mondeca.com:3030/oracle/update
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,100
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,0.030541549,0.030541549,0.005222162,0.007489302000000001
2,0.030040361999999998,0.030040361999999998,0.0051374079999999996,0.006739226
3,0.028303821,0.028303821,0.005146690000000001,0.006395505
4,0.032152456,0.032152456,0.005378747,0.008581519999999999
5,0.029434169,0.029434169,0.005191169000000001,0.006757528
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/cmd/queries/group3/oracle/q1.rq,Remote SPARQL Query,0.150398885,0.006539081,0.150398885,0.209930806,0.006539081,0.009127426,6423627.7232006565,0.0051374079999999996,0.010877622,1.9260765334931337E-6,0.0013878315940679307,152.9266880162518,109.55991316719523,550536.0768585065,394415.6874019028
/home/mondeca/bench/cmd/queries/group3/oracle/q2.rq,Remote SPARQL Update,0.161320726,0.007013944,0.161320726,0.203106333,0.007013944,0.00883071,6971300.107319953,0.0058120739999999995,0.008581519999999999,6.512318811295215E-7,8.069893934430127E-4,142.57313716790438,113.24117766295122,513263.2938044558,407668.2395866244
/home/mondeca/bench/cmd/queries/group3/oracle/q3.rq,Remote SPARQL Update,0.135637353,0.005897276,0.135637353,0.170763699,0.005897276,0.007424508000000001,5845036.3382142,0.004758724,0.007296062,6.484726683947231E-7,8.052780068986878E-4,169.56981494506957,134.68905953094804,610451.3338022504,484880.6143114129
/home/mondeca/bench/cmd/queries/group3/oracle/q4.rq,Remote SPARQL Update,0.137958697,0.005998204,0.137958697,0.519492238,0.005998204,0.022586619,5946211.646256618,0.0050504619999999995,0.008498587,7.074789083692681E-7,8.411176542965129E-4,166.71657049343438,44.274001345664,600179.6537763637,159386.4048443904
/home/mondeca/bench/cmd/queries/group3/oracle/q5.rq,Remote SPARQL Update,0.135025636,0.005870679,0.135025636,0.170290147,0.005870679,0.007403919,5817863.471051409,0.004652966000000001,0.007489302000000001,6.565750217510595E-7,8.102931702483117E-4,170.3380477794817,135.06360617937608,613216.9720061342,486228.98224575387
