Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
31.292101745,10.430700581,31.515733673,223.381227298,10.505244557,74.460409099,10.505205067154087,10.469800292,10.540353643,0.0012445280937241905,0.03527786974470242,342.68597751027113,48.347840732563846
Options Summary,
Query Endpoint,http://opoce.mondeca.com:8890/sparql
Update Endpoint,http://opoce.mondeca.com:8890/sparql
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,20
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,10.397708736,10.469800292,0.004825302,10.000171196
2,10.424867358,10.505579738,0.004666275,10.000159164000001
3,10.473802297,10.54581572,0.003920972,10.000186128
4,10.361721368000001,10.440728176,0.005529628,10.000173360000002
5,10.469525651,10.540353643,0.005509109,10.000189096
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/cmd/queries/group3/q1.rq,Remote SPARQL Query,8.404013983,0.365391912,10.858748108,11.987068273,0.472119482,0.5211768809999999,4.6461129205515295E8,0.40207322900000003,0.790917824,0.009134436078466913,0.09557424380274696,2.118107890324255,1.9187343806986714,7625.188405167318,6907.443770515217
/home/mondeca/bench/cmd/queries/group3/q2.rq,Remote SPARQL Update,230.004534924,10.00019717,230.004534924,212.850642079,10.00019717,9.254375742,1.0000197170465652E10,10.000169086,10.000437086,2.9907941509282214E-9,5.468815366172295E-5,0.09999802833887525,0.10805699140371039,359.99290201995086,389.0051690533574
/home/mondeca/bench/cmd/queries/group3/q3.rq,Remote SPARQL Update,0.15218409,0.006616698999999999,0.15218409,0.206763471,0.006616698999999999,0.008989716,6260936.68031399,0.004825302,0.017647037999999997,7.914392578162347E-6,0.0028132530241985606,151.1327627265499,111.2382193163833,544077.9458155797,400457.58953897987
/home/mondeca/bench/cmd/queries/group3/q4.rq,Remote SPARQL Update,0.154362145,0.006711397,0.154362145,0.19014271400000002,0.006711397,0.008267074,6667565.688803292,0.005270234,0.008241815000000001,6.169634212493397E-7,7.854701911908178E-4,149.0002752035083,120.96178164124333,536400.9907326299,435462.413908476
/home/mondeca/bench/cmd/queries/group3/q5.rq,Remote SPARQL Update,0.138911278,0.00603962,0.138911278,0.307948259,0.00603962,0.013389054,5889108.243725943,0.0044370830000000005,0.012216757,2.599659827297268E-6,0.0016123460631320028,165.57333077246582,74.68787563333451,596063.990780877,268876.35228000424
