Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
31.094175429,10.364725143,31.296592572,222.589076309,10.432197524,74.196358769,10.432196513705577,10.426599046,10.437844868,3.1618919028388E-5,0.00562307024928446,345.08549054194464,48.51990124216334
Options Summary,
Query Endpoint,http://opoce.mondeca.com:8890/sparql
Update Endpoint,http://opoce.mondeca.com:8890/sparql
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,50
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,10.369428117,10.437844868,0.004807174,10.000137096
2,10.371988738,10.444199397,0.005207891,10.000221068999998
3,10.380518303999999,10.424180406,0.004409634999999999,10.000124012
4,10.365027641000001,10.426599046,0.004914123,10.000110938
5,10.359719671,10.432148658000001,0.005523007,10.000189066
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/cmd/queries/group3/q1.rq,Remote SPARQL Query,8.406481159,0.36549918000000003,10.476072755999999,11.313897851,0.455481424,0.491908602,4.524521358351928E8,0.408563059,0.5745262649999999,0.003029546031819973,0.05504131204667975,2.1954792167331063,2.03289797318893,7903.725180239183,7318.432703480148
/home/mondeca/bench/cmd/queries/group3/q2.rq,Remote SPARQL Update,230.00453375900003,10.000197119000001,230.00453375900003,211.502137387,10.000197119000001,9.195745103,1.0000197119898668E10,10.000124012,10.000308349,1.209098737971783E-9,3.4772097117829734E-5,0.09999802884885513,0.10874594595643611,359.99290385587847,391.48540544317
/home/mondeca/bench/cmd/queries/group3/q3.rq,Remote SPARQL Update,0.130681823,0.005681818,0.130681823,0.547407493,0.005681818,0.023800325,5647975.666026084,0.004914123,0.0072508650000000004,4.2430682837270355E-7,6.513883851994167E-4,176.00000563200018,42.01623297160858,633600.0202752006,151258.4386977909
/home/mondeca/bench/cmd/queries/group3/q4.rq,Remote SPARQL Update,0.15024637200000002,0.0065324499999999995,0.15024637200000002,0.222042579,0.0065324499999999995,0.009654025,6473098.008379732,0.005568676,0.009402348,9.229138493711346E-7,9.606840528348196E-4,153.08192179044616,103.58373838891032,551094.9184456063,372901.4582000772
/home/mondeca/bench/cmd/queries/group3/q5.rq,Remote SPARQL Update,0.131631188,0.005723095,0.131631188,0.165573921,0.005723095,0.007198866,5665222.821017574,0.004409634999999999,0.0070611499999999995,6.986471865234826E-7,8.358511748651684E-4,174.73063089115243,138.91076733474412,629030.2712081487,500078.7624050788
