Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
30.508813931,10.169604643000001,34.821278615000004,169.310084244,11.607092871,56.436694748,11.605568293152917,11.342428231,11.751647011,0.0526849018740806,0.22953191907462586,310.15518183665955,63.78828554851853
Options Summary,
Query Endpoint,http://localhost:5820/opoceGen10b/query
Update Endpoint,http://localhost:5820/opoceGen10b/update
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,100
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,10.159444744,11.339590058,0.009043721,10.00015475
2,10.172876279,11.727203373,0.008649855,10.000133715
3,10.153940233,11.342428231,0.007218063,10.000153537000001
4,10.181997419,11.751647011,0.009075968,10.000139405
5,10.248063684,12.139182169,0.00891258,10.000130698000001
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/ubuntu/bench/queries/cat3/q1.rq,Remote SPARQL Query,1.500352058,0.065232698,16.614669005,16.173474406,0.722376913,0.703194539,5.359224358233562E8,0.113117281,1.706275737,0.25399344510258004,0.5039776236129736,1.3843188811877216,1.4220815784805179,4983.547972275797,5119.493682529865
/home/ubuntu/bench/queries/cat3/q2.rq,Remote SPARQL Update,182.066299307,7.915926056,182.066299307,156.33651724799998,7.915926056,6.79723988,6.9243259211042185E9,1.405813796,10.000164178999999,9.945260952802691,3.1536107801697235,0.12632760752508979,0.14711853894436927,454.77938709032327,529.6267401997294
/home/ubuntu/bench/queries/cat3/q3.rq,Remote SPARQL Update,0.18053565,0.007849376,0.18053565,0.21841265799999998,0.007849376,0.009496202,7815578.980658869,0.006921442,0.009075968,5.63070387841992E-7,7.503801622124562E-4,127.39866200829212,105.3052578283402,458635.18322985165,379098.92818202474
/home/ubuntu/bench/queries/cat3/q4.rq,Remote SPARQL Update,0.220879299,0.009603447,0.220879299,0.446295321,0.009603447,0.019404143999999998,9568118.984906703,0.008594108999999999,0.01186892,7.506032590118136E-7,8.663736255287401E-4,104.12927774787532,51.53538336965548,374865.3998923512,185527.3801307597
/home/ubuntu/bench/queries/cat3/q5.rq,Remote SPARQL Update,0.650655379,0.028289363999999997,0.650655379,0.711460869,0.028289363999999997,0.030933081,2.8192037235043343E7,0.02401134,0.03517904,6.118742774544947E-6,0.0024736092606846677,35.348974264674176,32.32784991575847,127256.30735282703,116380.2596967305
