Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
737.5560883019999,245.852029434,737.5610045359999,5077.386429815,245.853668178,1692.4621432709998,245.82317661795972,240.44394222699998,249.17920514899998,22.334087361550456,4.725895403153825,14.642856568621834,2.1270785963001373
Options Summary,
Query Endpoint,http://opoce.mondeca.com:7200/repositories/opoceProd
Update Endpoint,null
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,60s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,50
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,240.329804665,240.331123182,0.0037375859999999998,60.000172991
2,240.442228033,240.44394222699998,0.005018908,60.000171710000004
3,247.93641770600001,247.93785716000002,0.004726075,60.000232702
4,249.926302842,249.92785740000002,0.004816261,60.000185671
5,249.177442563,249.17920514899998,0.004641273,60.000191449999996
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q1.rq,Remote SPARQL Query,0.9516033469999999,0.041374058,0.9516033469999999,1.17785695,0.041374058,0.051211171,3.598300765966971E7,0.021776726,0.14028331,8.239278776218143E-4,0.028704143910275648,24.169734571358703,19.526989531248955,87011.04445689132,70297.16231249624
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q2.rq,Remote SPARQL Query,0.734088112,0.031916874,0.734088112,0.936978148,0.031916874,0.04073818,3.112960070830963E7,0.022895224,0.057500514,6.378498121346325E-5,0.007986550019467933,31.331389157973305,24.54699743582065,112793.0009687039,88369.19076895433
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q3.rq,Remote SPARQL Query,1380.0036804229999,60.000160018,1380.0036804229999,1440.302939094,60.000160018,62.621866917,6.0000160018387024E10,60.000118758999996,60.000204386,5.15392384920052E-10,2.2702255062439326E-5,0.016666622217340766,0.01596886278279464,59.99983998242676,57.48790601806069
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q4.rq,Remote SPARQL Query,1380.0039614319999,60.000172236,1380.0039614319999,1330.247243499,60.000172236,57.836836673,6.0000172236159775E10,60.000114534,60.000289358,1.7982751120690222E-9,4.240607399971167E-5,0.01666661882347067,0.01729001891396371,59.99982776449442,62.24406809026936
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q5.rq,Remote SPARQL Query,0.245857495,0.010689456,0.251343525,9.913489167,0.010927979,0.431021268,1.073398689745452E7,0.008809798,0.017042656,5.394075741297236E-6,0.0023225149604033206,91.50822855717419,2.320071129297499,329429.6228058271,8352.256065470996
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q6.rq,Remote SPARQL Query,0.2466428,0.0107236,0.259990285,0.415034507,0.011303925,0.018044978,1.0861737592487415E7,0.007444612000000001,0.019651738000000002,1.1903543457914529E-5,0.003450151222470477,88.46484738708016,55.417080586077745,318473.4505934886,199501.49010987987
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q7.rq,Remote SPARQL Query,0.246566266,0.010720272,0.253523856,0.402634708,0.011022776,0.017505856,1.0673740447947485E7,0.007784237,0.022280624,1.033043170366169E-5,0.0032140988945055337,90.72124844050174,57.12374190670825,326596.49438580626,205645.47086414968
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q8.rq,Remote SPARQL Query,0.248050838,0.010784819000000001,0.253623162,9.195696779,0.011027094,0.399812903,1.0792018605895625E7,0.00811509,0.017607126,6.07435353235673E-6,0.002464620362724598,90.68572372739364,2.501169903463571,326468.6054186171,9004.211652468855
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q9.rq,Remote SPARQL Query,0.217262368,0.009446189,0.226166214,0.274831,0.009833313,0.011949173,9634535.140612537,0.007113543,0.015049195,4.611467352937961E-6,0.002147432735369832,101.69512553907315,83.68779998414952,366102.45194066333,301276.0799429383
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q10.rq,Remote SPARQL Query,1380.0037041839998,60.000161051000006,1380.0037041839998,1383.084312715,60.000161051000006,60.13410055200001,6.000016105147359E10,60.000112861,60.000212431,5.792510544954472E-10,2.406763500004617E-5,0.016666621930397855,0.016629499582109256,59.99983894943228,59.866198495593316
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q11.rq,Remote SPARQL Query,0.146797225,0.006382488,0.152181774,0.24647682299999998,0.006616598,0.010716383000000001,6339063.61377611,0.004641273,0.010931459999999999,4.501653101895029E-6,0.002121709947635404,151.1350697140736,93.31506721997523,544086.250970665,335934.24199191085
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q12.rq,Remote SPARQL Query,1.422360893,0.061841777,1.426367076,1.596485608,0.062015959,0.069412417,6.170211785074253E7,0.05052092,0.072066974,3.9141156330541594E-5,0.006256289341977526,16.124881661509097,14.406644275187823,58049.573981432746,51863.919390676165
