Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
0.090128893,0.030042964000000002,0.090128893,1.2921006529999999,0.030042964000000002,0.430700217,0.030032114344723897,0.029074587000000002,0.031052085,9.788695994093333E-7,9.893783904095204E-4,119828.38976873254,8358.481974017674
Options Summary,
Query Endpoint,http://opoce.mondeca.com:3030/oracle/sparql
Update Endpoint,http://opoce.mondeca.com:3030/oracle/update
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,20
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,0.032687658,0.032687658,0.005360496,0.009080031
2,0.029055976,0.029055976,0.005197066,0.006996216
3,0.030002221,0.030002221,0.005012607,0.0070780159999999995
4,0.031052085,0.031052085,0.005376335,0.007691816000000001
5,0.029074587000000002,0.029074587000000002,0.005017247,0.006456018
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/cmd/queries/group3/oracle/q1.rq,Remote SPARQL Query,0.157121346,0.0068313620000000005,0.157121346,0.21013737000000002,0.0068313620000000005,0.009136407000000001,6705402.906278057,0.0054010759999999994,0.012783659999999999,2.3859760956687544E-6,0.0015446605114615812,146.3836933249914,109.4522168287818,526981.295969969,394027.9805836145
/home/mondeca/bench/cmd/queries/group3/oracle/q2.rq,Remote SPARQL Update,0.16437554299999999,0.007146762,0.16437554299999999,0.223815835,0.007146762,0.009731123,7095541.546543309,0.0061887109999999995,0.010009259999999999,8.647735301231125E-7,9.299320029567282E-4,139.9235066174024,102.7630623926961,503724.6238226486,369947.024613706
/home/mondeca/bench/cmd/queries/group3/oracle/q3.rq,Remote SPARQL Update,0.137518266,0.005979055,0.137518266,0.164962669,0.005979055,0.007172289,5949756.249041732,0.005197066,0.00724305,3.8261166849149793E-7,6.18556115879148E-4,167.25051032311964,139.42550279276253,602101.8371632306,501931.8100539451
/home/mondeca/bench/cmd/queries/group3/oracle/q4.rq,Remote SPARQL Update,0.138829712,0.006036074,0.138829712,0.172988949,0.006036074,0.007521258,6000385.920880686,0.005012607,0.007602779,4.7183601520962114E-7,6.869032065798071E-4,165.67059979715293,132.9564814822201,596414.1592697505,478643.3333359925
/home/mondeca/bench/cmd/queries/group3/oracle/q5.rq,Remote SPARQL Update,0.141732203,0.006162269000000001,0.141732203,0.533584419,0.006162269000000001,0.023199321999999998,6085816.250368918,0.00531399,0.010399156,1.2306229137254938E-6,0.001109334446289979,162.27788822591157,43.104707973793374,584200.3976132816,155176.94870565616
