Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
53.715453414,17.905151138,53.758256858,372.686558295,17.919418952,124.228852765,17.39874994128016,12.196203956,20.848138783,24.570896488659155,4.9569039216691655,200.89937121528158,28.978775219070986
Options Summary,
Query Endpoint,http://opoce1.mondeca.com:8000/v1/graphs/sparql?database=opoceProd
Update Endpoint,http://opoce1.mondeca.com:8000/v1/graphs/sparql?database=opoceProd
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,50
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,12.181998841,12.196203956,0.004631702,10.00013534
2,12.095814024,12.109971481,0.004952366,10.000137077
3,20.833789572999997,20.848138783,0.007739961,10.000133689
4,20.955806364,20.970794532,0.010305192999999999,10.000189372000001
5,20.699665,20.713914119000002,0.005542351,10.000139606000001
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group3/q1.rq,Remote SPARQL Query,15.073453578,0.6553675459999999,15.557218817,16.161789251000002,0.676400818,0.7026864890000001,6.698305329388301E8,0.541098908,0.868352137,0.009424737014702658,0.09708108474209926,1.478413351061323,1.423109758981007,5322.2880638207625,5123.195132331624
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group3/q2.rq,Remote SPARQL Update,230.003003331,10.000130579,230.003003331,222.841852869,10.000130579,9.688776211,1.0000130579602245E10,10.000100272,10.000148564,1.3507839934213723E-10,1.1622323319463164E-5,0.09999869422705066,0.10321220949088138,359.99529921738235,371.563954167173
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group3/q3.rq,Remote SPARQL Update,0.15100930399999998,0.006565621,0.15100930399999998,0.16598629399999998,0.006565621,0.007216795000000001,6412221.78523306,0.0049799449999999995,0.010305192999999999,2.4092808111436287E-6,0.001552185817208632,152.30851735121476,138.56566522950976,548310.6624643732,498836.39482623513
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group3/q4.rq,Remote SPARQL Update,158.723163049,6.901007089,158.723163049,149.015062995,6.901007089,6.478915782,3.169401161303303E9,0.005486059,10.000139606000001,16.481085960080176,4.059690377366256,0.14490638643075301,0.15434681259142813,521.6629911507108,555.6485253291413
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group3/q5.rq,Remote SPARQL Update,0.23290439699999999,0.010126277999999999,0.23290439699999999,0.467487267,0.010126277999999999,0.020325533,6953241.607377364,0.004631702,0.068064212,2.1615102771738596E-4,0.014702075626161973,98.75296727978434,49.19920181182949,355510.68220722367,177117.12652258616
