Total Response Time,Average Response Time (Arithmetic),Total Runtime,Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour
758.95698238,252.985660793,758.9599430009999,252.986647667,252.949407762067,249.768435753,259.147944348,28.4901063302303,5.337612418509825,14.230000014619705
Options Summary,
Query Endpoint,http://opoce.mondeca.com:5820/opoceProd/query
Update Endpoint,null
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,true
Outliers,1
Timeout,60s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,1
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,249.76738782500001,249.768435753,0.006972905,60.000593838
2,242.153529615,242.154648148,0.006622159,60.000241026999994
3,263.320067021,263.321203172,0.00855225,60.000148507
4,250.042578427,250.04356289999998,0.0056684330000000005,60.000240117000004
5,259.14701612799996,259.147944348,0.004863205,60.000167997999995
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Queries per Second,Queries per Hour
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q1.rq,Remote SPARQL Query,0.856921623,0.037257461,0.856921623,0.037257461,3.056705090274042E7,0.018340442,0.207827306,0.0014961204142175818,0.03867971579804564,26.840261605588207,96624.94178011754
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q2.rq,Remote SPARQL Query,4.336558999,0.188546043,4.336558999,0.188546043,3.668876058221673E7,0.020988734000000002,3.6128177569999997,0.5576233088234692,0.7467417952836638,5.303744295498156,19093.479463793363
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q3.rq,Remote SPARQL Query,1380.004633583,60.00020146,1380.004633583,60.00020146,6.000020145961392E10,60.000113520999996,60.001363096,6.477369779425603E-8,2.5450677357244546E-4,0.016666610705743455,59.99979854067644
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q4.rq,Remote SPARQL Query,8.110017461,0.35260945400000004,8.110017461,0.35260945400000004,3.6052445652772225E7,0.013133589000000001,5.397760238,1.3829843930697552,1.1760035684766246,2.835998832861696,10209.595798302105
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q5.rq,Remote SPARQL Query,18.925264914,0.8228376040000001,18.929511684,0.823022247,2.417491790844315E8,0.122091672,10.164612797,4.987879396957191,2.2333560837800115,1.2150339843729643,4374.122343742672
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q6.rq,Remote SPARQL Query,2.412210192,0.104878704,2.416308822,0.105056905,2.49142187738358E7,0.009346674999999999,1.34561412,0.08490552615192061,0.2913855283845109,9.51865086830799,34267.14312590876
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q7.rq,Remote SPARQL Query,0.358329136,0.015579527000000001,0.361667596,0.015724678000000002,1.3712600926152898E7,0.00968407,0.074170642,1.731926766825771E-4,0.013160268868171999,63.59430698676309,228939.50515234712
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q8.rq,Remote SPARQL Query,31.224352946,1.357580562,31.228979198,1.357781704,2.5638865700994447E8,0.122700216,18.106998929,16.86738686607622,4.106992435600073,0.7364954153189857,2651.383495148348
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q9.rq,Remote SPARQL Query,4.755444229,0.20675844399999999,4.7596509,0.206941343,2.260829237074658E7,0.007908089,3.382583524,0.5154028381918571,0.7179156205236497,4.832287185842802,17396.233869034088
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q10.rq,Remote SPARQL Query,1380.00326666,60.000142028,1380.00326666,60.000142028,6.000014202869165E10,60.000121288,60.000203961,4.710746285990159E-10,2.1704253698273433E-5,0.016666627214537832,59.9998579723362
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q11.rq,Remote SPARQL Query,0.352176559,0.015312023999999999,0.355195238,0.015443271,1.0721696336931739E7,0.005956311000000001,0.12393707999999999,5.968058623150892E-4,0.024429610359461097,64.75312127851672,233111.23660266015
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q12.rq,Remote SPARQL Query,1130.93070162,49.17090007,1130.933330507,49.171014369,4.8896807741896515E10,40.635151490999995,58.668060142,28.46650429912821,5.335401043888662,0.020337184677452023,73.21386483882728
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q13.rq,Remote SPARQL Query,0.435051565,0.018915285,0.436547665,0.018980333000000002,1.6194730545888256E7,0.009060704,0.09634406599999999,3.013268832069064E-4,0.017358769634018032,52.68611462190889,189670.01263887202
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q14.rq,Remote SPARQL Query,127.108713708,5.526465813,127.110122161,5.526527049999999,5.072922715264153E9,2.340871896,15.58156667,7.806222435737466,2.793961781366643,0.18094546375195977,651.4036695070552
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q15.rq,Remote SPARQL Query,121.595821375,5.286774842,121.597112516,5.286830978,4.491033889570388E9,1.934980321,19.897892067,14.259243269092076,3.7761413200636538,0.18914922836786024,680.9372221242969
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q16.rq,Remote SPARQL Query,34.650692925,1.5065518660000001,34.652184309,1.506616709,3.7034132188166785E8,0.142530195,11.124641115000001,9.026437856391542,3.004403078215628,0.6637388222408198,2389.4597600669513
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q17.rq,Remote SPARQL Query,1.38880561,0.060382852,1.3910962569999998,0.060482444999999996,3.1938468796698157E7,0.009839831,0.37680398600000004,0.00788527813974923,0.08879908862003726,16.533723132389905,59521.403276603654
/home/mondeca/bench/sparql-query-bm-2.1.0/cmd/queries/group1/q18.rq,Remote SPARQL Query,37.808070308000005,1.6438291429999998,37.809537276,1.643892925,6.732260628887924E8,0.421394948,22.374256988000003,20.9696021091853,4.579257812046108,0.6083121259251115,2189.9236533304015
