Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
7.611422426,2.537140808,9.073964168,49.062359012,3.024654722,16.35411967,3.0243314310730485,2.9658525570000003,3.072209411,0.0029228244079672143,0.05406315203507112,1190.2184979380268,220.12802111286007
Options Summary,
Query Endpoint,https://opoce10b.cluster-ctllocetqpml.eu-west-3.neptune.amazonaws.com:8182/sparql
Update Endpoint,https://opoce10b.cluster-ctllocetqpml.eu-west-3.neptune.amazonaws.com:8182/sparql
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,false
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,1000
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,1.777270932,2.2551611240000002,0.013476698,1.560160304
2,4.162928294,4.664401013,0.015013067,3.956809774
3,2.470164221,2.9658525570000003,0.017063501,1.4848432580000002
4,2.550260498,3.0359021999999998,0.012940618000000001,1.4856815810000001
5,2.590997707,3.072209411,0.016130104,1.548722392
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/ec2-user/bench/queries/cat3/q1.rq,Remote SPARQL Query,1.26284149,0.054906151,7.826134702,7.617988509,0.340266726,0.33121689099999996,3.087238196005864E8,0.18648666,0.65514083,0.028673406452482664,0.1693322368968256,2.938870960894366,3.019169695666276,10579.935459219718,10869.010904398594
/home/ec2-user/bench/queries/cat3/q2.rq,Remote SPARQL Update,40.962262895,1.780967951,40.962262895,39.950933763,1.780967951,1.73699712,1.7281778103269472E9,1.213487913,2.701832841,0.20696316026349668,0.45493203917013436,0.5614924173332303,0.5757061934564405,2021.372702399629,2072.542296443186
/home/ec2-user/bench/queries/cat3/q3.rq,Remote SPARQL Update,2.124158298,0.09235470800000001,2.124158298,1.387251839,0.09235470800000001,0.060315297000000004,2.9994890885095194E7,0.015496803,0.850817834,0.05375626847721474,0.2318539809388977,10.827818328438653,16.579542002421043,38980.14598237915,59686.35120871576
/home/ec2-user/bench/queries/cat3/q4.rq,Remote SPARQL Update,0.452781602,0.019686156,0.452781602,0.542735369,0.019686156,0.023597189,1.904294389608759E7,0.012940618000000001,0.036184939,3.074318196471952E-5,0.0055446534575859215,50.79711854361004,42.377928998237884,182869.62675699615,152560.54439365637
/home/ec2-user/bench/queries/cat3/q5.rq,Remote SPARQL Update,0.41830861399999997,0.018187331,0.41830861399999997,0.485080824,0.018187331,0.02109047,1.7953122824356977E7,0.013848282,0.027048649999999997,9.599919077929682E-6,0.003098373618195469,54.98332877979732,47.414780230122894,197939.98360727035,170693.2088284424
