Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Minimum Mix Runtime,Maximum Mix Runtime,Variance,Standard Deviation,Operation Mixes per Hour,Actual Operation Mixes per Hour
7.69873904,2.566246346,8.944221025000001,46.298061469,2.981407008,15.432687156,2.9810778711490125,2.919172537,3.016870022,0.0029237328530299003,0.05407155308505481,1207.4835774988558,233.27110590720253
Options Summary,
Query Endpoint,https://db-opoceprod.cluster-ctllocetqpml.eu-west-3.neptune.amazonaws.com:8182/sparql
Update Endpoint,https://db-opoceprod.cluster-ctllocetqpml.eu-west-3.neptune.amazonaws.com:8182/sparql
Graph Store Endpoint,null
Sanity Checking Level,0
Warmups,20
Runs,5
Random Operation Order,false
Outliers,1
Timeout,10s
Max Delay between Operations,1000s
Result Limit,Query Specified
ASK Results Format,application/sparql-results+xml
Graph Results Format,application/rdf+xml
SELECT Results Format,application/sparql-results+xml
Parallel Threads,1000
Result Counting,false
,
Run Summary,
Run,Total Response Time,Total Runtime,Min Query Runtime,Max Query Runtime
1,1.59142955,2.000433758,0.011858084,1.426077075
2,2.599332864,3.016870022,0.014621092,1.411973905
3,2.4963845449999997,2.919172537,0.014278153,1.3949875440000001
4,2.6030216310000003,3.008178466,0.011599786999999999,1.412994704
5,3.944085823,4.360925913,0.012303617,3.756485369
,
Operation Summary,
Operation,Type,Total Response Time,Average Response Time (Arithmetic),Total Runtime,Actual Runtime,Average Runtime (Arithmetic),Actual Average Runtime (Arithmetic),Average Runtime (Geometric),Min Runtime,Max Runtime,Variance,Standard Deviation,Operations per Second,Actual Operations per Second,Operations per Hour,Actual Operations per Hour
/home/ec2-user/bench/queries/cat3/q1.rq,Remote SPARQL Query,1.039984339,0.04521671,6.74865441,6.931543765000001,0.29341975600000003,0.301371468,2.711733495992288E8,0.175810693,0.548366078,0.017059754145829425,0.13061299378633592,3.408086809260382,3.3181641468461773,12269.112513337375,11945.390928646239
/home/ec2-user/bench/queries/cat3/q2.rq,Remote SPARQL Update,38.684353193,1.6819283989999998,38.684353193,37.924584067000005,1.6819283989999998,1.648894959,1.6217065042021987E9,1.013761404,2.6072258440000002,0.22284397298706077,0.4720635264316242,0.5945556306645132,0.6064667700885367,2140.400270392248,2183.2803723187317
/home/ec2-user/bench/queries/cat3/q3.rq,Remote SPARQL Update,2.4717356169999998,0.10746676499999999,2.4717356169999998,1.572057629,0.10746676499999999,0.068350331,3.0218334156135753E7,0.015957901,1.038953898,0.08027943250127828,0.2833362534185808,9.305202403738496,14.63050705635939,33498.72865345859,52669.8254028938
/home/ec2-user/bench/queries/cat3/q4.rq,Remote SPARQL Update,0.41952464500000003,0.018240200999999998,0.41952464500000003,0.5204818689999999,0.018240200999999998,0.022629646,1.7757844664219245E7,0.013997319,0.036258278,2.4132371814156577E-5,0.004912471049701625,54.823957257927155,44.18982073338664,197366.24612853775,159083.3546401919
/home/ec2-user/bench/queries/cat3/q5.rq,Remote SPARQL Update,0.386882213,0.016820965,0.386882213,0.45831127600000005,0.016820965,0.019926577,1.6511274441431621E7,0.011858084,0.022941277,1.1101827602428358E-5,0.003331940516039918,59.449621350499214,50.184233850098785,214018.63686179716,180663.24186035563
